step,train_loss,train_accuracy,train_specificity,train_sensitivity,train_precision,train_recall,train_f1_score,val_loss,val_accuracy,val_specificity,val_sensitivity,val_precision,val_recall,val_f1_score
7300,0.2822994291782379,0.85,0.6333333333333333,0.9428571428571428,0.8571428571428571,0.9428571428571428,0.8979591836734694,0.3730364322386095,0.8521882741535921,0.7238372093023255,0.903114186851211,0.8917995444191344,0.903114186851211,0.8974212034383955
7400,0.17099666595458984,0.93,0.8,0.9733333333333334,0.9358974358974359,0.9733333333333334,0.954248366013072,0.37587600844919045,0.8455821635012386,0.7122093023255814,0.8985005767012687,0.8872437357630979,0.8985005767012687,0.892836676217765
7500,0.18431685864925385,0.91,0.8,0.9571428571428572,0.9178082191780822,0.9571428571428572,0.9370629370629371,0.37704919206640475,0.8447563996696945,0.7209302325581395,0.8938869665513264,0.8897818599311137,0.8938869665513264,0.8918296892980437
7600,0.11350604146718979,0.97,0.9166666666666666,0.9868421052631579,0.974025974025974,0.9868421052631579,0.9803921568627451,0.3798461278682439,0.8406275805119736,0.7093023255813954,0.8927335640138409,0.88558352402746,0.8927335640138409,0.8891441700172316
7700,0.14302575588226318,0.93,0.8214285714285714,0.9722222222222222,0.9333333333333333,0.9722222222222222,0.9523809523809524,0.3733306536084518,0.8480594549958712,0.7151162790697675,0.9008073817762399,0.888509670079636,0.9008073817762399,0.8946162657502863
7800,0.231024831533432,0.91,0.84375,0.9411764705882353,0.927536231884058,0.9411764705882353,0.9343065693430658,0.3798655503462081,0.8513625103220479,0.7296511627906976,0.8996539792387543,0.8934707903780069,0.8996539792387543,0.8965517241379312
7900,0.2576333284378052,0.87,0.8529411764705882,0.8787878787878788,0.9206349206349206,0.8787878787878788,0.8992248062015504,0.38467272878872416,0.8488852188274154,0.7296511627906976,0.8961937716262975,0.8931034482758621,0.8961937716262975,0.8946459412780657
8000,0.1965850442647934,0.91,0.8709677419354839,0.927536231884058,0.9411764705882353,0.927536231884058,0.9343065693430658,0.3854168538313925,0.8530140379851362,0.7383720930232558,0.8985005767012687,0.8964326812428078,0.8985005767012687,0.8974654377880183
8100,0.18121780455112457,0.92,0.7391304347826086,0.974025974025974,0.9259259259259259,0.974025974025974,0.949367088607595,0.38672515664396784,0.8422791081750619,0.7238372093023255,0.889273356401384,0.8903002309468823,0.889273356401384,0.8897864974033468
8200,0.2432398796081543,0.88,0.75,0.9305555555555556,0.9054054054054054,0.9305555555555556,0.9178082191780821,0.38337815301672373,0.8464079273327828,0.7180232558139535,0.8973471741637832,0.8891428571428571,0.8973471741637832,0.8932261768082663
8300,0.16913868486881256,0.91,0.6666666666666666,0.9868421052631579,0.9036144578313253,0.9868421052631579,0.9433962264150944,0.393273999707416,0.847233691164327,0.6976744186046512,0.9065743944636678,0.8831460674157303,0.9065743944636678,0.8947068867387592
8400,0.24528127908706665,0.9,0.8055555555555556,0.953125,0.8970588235294118,0.953125,0.9242424242424244,0.39339727526402507,0.8439306358381503,0.7122093023255814,0.8961937716262975,0.886986301369863,0.8961937716262975,0.891566265060241
8500,0.3110031187534332,0.87,0.7407407407407407,0.9178082191780822,0.9054054054054054,0.9178082191780822,0.9115646258503401,0.38962214465528194,0.8373245251857968,0.7093023255813954,0.8881199538638985,0.8850574712643678,0.8881199538638985,0.8865860679332183
8600,0.21950919926166534,0.91,0.8235294117647058,0.9545454545454546,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.39672168016126774,0.8422791081750619,0.7325581395348837,0.8858131487889274,0.8930232558139535,0.8858131487889274,0.8894035900405328
8700,0.16647735238075256,0.91,0.8,0.9571428571428572,0.9178082191780822,0.9571428571428572,0.9370629370629371,0.39406495207320363,0.8439306358381503,0.7180232558139535,0.8938869665513264,0.8887614678899083,0.8938869665513264,0.8913168487636574
8800,0.21043002605438232,0.9,0.8181818181818182,0.9230769230769231,0.9473684210526315,0.9230769230769231,0.935064935064935,0.3962939672892611,0.8422791081750619,0.7151162790697675,0.8927335640138409,0.8876146788990825,0.8927335640138409,0.890166762507188
8900,0.1453038454055786,0.93,0.8846153846153846,0.9459459459459459,0.958904109589041,0.9459459459459459,0.9523809523809523,0.38667065292195174,0.8488852188274154,0.7209302325581395,0.8996539792387543,0.8904109589041096,0.8996539792387543,0.8950086058519793
9000,0.2363838404417038,0.9,0.8717948717948718,0.9180327868852459,0.9180327868852459,0.9180327868852459,0.9180327868852459,0.39436335459515515,0.8497109826589595,0.7238372093023255,0.8996539792387543,0.8914285714285715,0.8996539792387543,0.8955223880597015
9100,0.16320419311523438,0.93,0.8461538461538461,0.9594594594594594,0.9466666666666667,0.9594594594594594,0.9530201342281879,0.39673509053306333,0.8389760528488852,0.7122093023255814,0.889273356401384,0.8862068965517241,0.889273356401384,0.8877374784110534
9200,0.1945524960756302,0.93,0.8461538461538461,0.9594594594594594,0.9466666666666667,0.9594594594594594,0.9530201342281879,0.3913091997795838,0.8464079273327828,0.7267441860465116,0.8938869665513264,0.8918296892980437,0.8938869665513264,0.8928571428571428
9300,0.14150682091712952,0.95,0.9655172413793104,0.9436619718309859,0.9852941176470589,0.9436619718309859,0.9640287769784172,0.3995048265493371,0.8488852188274154,0.7267441860465116,0.8973471741637832,0.8922018348623854,0.8973471741637832,0.894767107533065
9400,0.14304213225841522,0.97,0.9523809523809523,0.9746835443037974,0.9871794871794872,0.9746835443037974,0.980891719745223,0.4000990354495493,0.8464079273327828,0.7296511627906976,0.8927335640138409,0.8927335640138409,0.8927335640138409,0.8927335640138409
9500,0.22653833031654358,0.92,0.7692307692307693,0.972972972972973,0.9230769230769231,0.972972972972973,0.9473684210526315,0.3976540893264913,0.8480594549958712,0.7180232558139535,0.8996539792387543,0.8893956670467503,0.8996539792387543,0.8944954128440368
9600,0.18913540244102478,0.93,0.8285714285714286,0.9846153846153847,0.9142857142857143,0.9846153846153847,0.9481481481481482,0.40330708550045447,0.8464079273327828,0.7180232558139535,0.8973471741637832,0.8891428571428571,0.8973471741637832,0.8932261768082663
9700,0.22003775835037231,0.89,0.8,0.92,0.9324324324324325,0.92,0.9261744966442953,0.40296823769248596,0.8480594549958712,0.7034883720930233,0.9054209919261822,0.8850056369785795,0.9054209919261822,0.8950969213226909
9800,0.2359544038772583,0.85,0.7575757575757576,0.8955223880597015,0.8823529411764706,0.8955223880597015,0.888888888888889,0.40396166724431215,0.8480594549958712,0.7122093023255814,0.9019607843137255,0.887627695800227,0.9019607843137255,0.8947368421052632
9900,0.21592684090137482,0.88,0.7575757575757576,0.9402985074626866,0.8873239436619719,0.9402985074626866,0.9130434782608696,0.4049142777357014,0.8480594549958712,0.7267441860465116,0.8961937716262975,0.8920780711825488,0.8961937716262975,0.8941311852704258
